,Website,Length
23877,reuters.csv,1494
23878,reuters.csv,1494
23879,reuters.csv,54
23880,reuters.csv,54
23881,reuters.csv,54
23882,reuters.csv,54
23883,reuters.csv,54
23884,reuters.csv,54
23885,reuters.csv,54
23886,reuters.csv,54
23887,reuters.csv,54
23888,reuters.csv,54
23889,reuters.csv,54
23890,reuters.csv,54
23891,reuters.csv,54
23892,reuters.csv,54
23893,reuters.csv,54
23894,reuters.csv,54
23895,reuters.csv,54
23896,reuters.csv,54
23897,reuters.csv,54
23898,reuters.csv,54
23899,reuters.csv,54
23900,reuters.csv,54
23901,reuters.csv,54
23902,reuters.csv,54
23903,reuters.csv,54
23904,reuters.csv,54
23905,reuters.csv,54
23906,reuters.csv,54
23907,reuters.csv,54
23908,reuters.csv,54
23909,reuters.csv,54
23910,reuters.csv,54
23911,reuters.csv,54
23912,reuters.csv,54
23913,reuters.csv,54
23914,reuters.csv,54
23915,reuters.csv,54
23916,reuters.csv,54
23917,reuters.csv,54
23918,reuters.csv,54
23919,reuters.csv,54
23920,reuters.csv,54
23921,reuters.csv,54
23922,reuters.csv,54
23923,reuters.csv,54
23924,reuters.csv,54
23925,reuters.csv,54
23926,reuters.csv,54
23927,reuters.csv,54
23928,reuters.csv,54
23929,reuters.csv,54
23930,reuters.csv,54
23931,reuters.csv,54
23932,reuters.csv,54
23933,reuters.csv,54
23934,reuters.csv,54
23935,reuters.csv,54
23936,reuters.csv,54
23937,reuters.csv,54
23938,reuters.csv,54
23939,reuters.csv,54
23940,reuters.csv,54
23941,reuters.csv,54
23942,reuters.csv,54
23943,reuters.csv,54
23944,reuters.csv,54
23945,reuters.csv,54
23946,reuters.csv,54
23947,reuters.csv,54
23948,reuters.csv,54
23949,reuters.csv,54
23950,reuters.csv,54
23951,reuters.csv,54
23952,reuters.csv,54
23953,reuters.csv,54
23954,reuters.csv,54
23955,reuters.csv,54
23956,reuters.csv,54
23957,reuters.csv,54
23958,reuters.csv,54
23959,reuters.csv,54
23960,reuters.csv,54
23961,reuters.csv,54
23962,reuters.csv,54
23963,reuters.csv,54
23964,reuters.csv,1494
23965,reuters.csv,620
23966,reuters.csv,54
23967,reuters.csv,54
23968,reuters.csv,54
23969,reuters.csv,54
23970,reuters.csv,54
23971,reuters.csv,54
23972,reuters.csv,54
23973,reuters.csv,54
23974,reuters.csv,54
23975,reuters.csv,54
23976,reuters.csv,54
23977,reuters.csv,54
23978,reuters.csv,54
23979,reuters.csv,54
23980,reuters.csv,54
23981,reuters.csv,54
23982,reuters.csv,54
23983,reuters.csv,54
23984,reuters.csv,54
23985,reuters.csv,54
23986,reuters.csv,54
23987,reuters.csv,54
23988,reuters.csv,54
23989,reuters.csv,54
23990,reuters.csv,54
23991,reuters.csv,54
23992,reuters.csv,54
23993,reuters.csv,54
23994,reuters.csv,54
23995,reuters.csv,54
23996,reuters.csv,54
23997,reuters.csv,54
23998,reuters.csv,54
23999,reuters.csv,54
24000,reuters.csv,54
24001,reuters.csv,54
24002,reuters.csv,54
24003,reuters.csv,54
24004,reuters.csv,54
24005,reuters.csv,1494
24006,reuters.csv,54
24007,reuters.csv,54
24008,reuters.csv,54
24009,reuters.csv,54
24010,reuters.csv,54
24011,reuters.csv,54
24012,reuters.csv,54
24013,reuters.csv,54
24014,reuters.csv,54
24015,reuters.csv,54
24016,reuters.csv,1494
24017,reuters.csv,1494
24018,reuters.csv,1494
24019,reuters.csv,1494
24020,reuters.csv,1494
24021,reuters.csv,54
24022,reuters.csv,1494
24023,reuters.csv,1494
24024,reuters.csv,1494
24025,reuters.csv,1494
24026,reuters.csv,1494
24027,reuters.csv,1494
24028,reuters.csv,1494
24029,reuters.csv,1494
24030,reuters.csv,1494
24031,reuters.csv,1494
24032,reuters.csv,1494
24033,reuters.csv,1494
24034,reuters.csv,360
24035,reuters.csv,54
24036,reuters.csv,1494
24037,reuters.csv,54
24038,reuters.csv,54
24039,reuters.csv,54
24040,reuters.csv,54
24041,reuters.csv,54
24042,reuters.csv,54
24043,reuters.csv,54
24044,reuters.csv,54
24045,reuters.csv,1494
24046,reuters.csv,54
24047,reuters.csv,1494
24048,reuters.csv,1494
24049,reuters.csv,1494
24050,reuters.csv,1494
24051,reuters.csv,1494
24052,reuters.csv,1494
24053,reuters.csv,1494
24054,reuters.csv,1494
24055,reuters.csv,1494
24056,reuters.csv,1494
24057,reuters.csv,1494
24058,reuters.csv,1494
24059,reuters.csv,1494
24060,reuters.csv,1494
24061,reuters.csv,1494
24062,reuters.csv,1494
24063,reuters.csv,1494
24064,reuters.csv,1494
24065,reuters.csv,1494
24066,reuters.csv,1494
24067,reuters.csv,1494
24068,reuters.csv,1494
24069,reuters.csv,1494
24070,reuters.csv,1494
24071,reuters.csv,1188
24072,reuters.csv,1494
24073,reuters.csv,1494
24074,reuters.csv,1494
24075,reuters.csv,1494
24076,reuters.csv,54
24077,reuters.csv,54
24078,reuters.csv,54
24079,reuters.csv,54
24080,reuters.csv,54
24081,reuters.csv,54
24082,reuters.csv,54
24083,reuters.csv,1494
24084,reuters.csv,1494
24085,reuters.csv,1494
24086,reuters.csv,1494
24087,reuters.csv,1494
24088,reuters.csv,54
24089,reuters.csv,1494
24090,reuters.csv,1494
24091,reuters.csv,1494
24092,reuters.csv,1494
24093,reuters.csv,1494
24094,reuters.csv,1494
24095,reuters.csv,1494
24096,reuters.csv,54
24097,reuters.csv,54
24098,reuters.csv,54
24099,reuters.csv,54
24100,reuters.csv,54
24101,reuters.csv,54
24102,reuters.csv,54
24103,reuters.csv,1494
24104,reuters.csv,1494
24105,reuters.csv,1494
24106,reuters.csv,1494
24107,reuters.csv,1494
24108,reuters.csv,1494
24109,reuters.csv,1494
24110,reuters.csv,1494
24111,reuters.csv,1494
24112,reuters.csv,1494
24113,reuters.csv,1494
24114,reuters.csv,1494
24115,reuters.csv,1494
24116,reuters.csv,1494
24117,reuters.csv,1494
24118,reuters.csv,1494
24119,reuters.csv,1494
24120,reuters.csv,1494
24121,reuters.csv,1494
24122,reuters.csv,1494
24123,reuters.csv,1494
24124,reuters.csv,1494
24125,reuters.csv,1494
24126,reuters.csv,1494
24127,reuters.csv,1494
24128,reuters.csv,1494
24129,reuters.csv,1494
24130,reuters.csv,1494
24131,reuters.csv,1494
24132,reuters.csv,1494
24133,reuters.csv,1494
24134,reuters.csv,1494
24135,reuters.csv,1494
24136,reuters.csv,1494
24137,reuters.csv,1494
24138,reuters.csv,1494
24139,reuters.csv,1494
24140,reuters.csv,1494
24141,reuters.csv,1494
24142,reuters.csv,1494
24143,reuters.csv,1494
24144,reuters.csv,1494
24145,reuters.csv,1494
24146,reuters.csv,1494
24147,reuters.csv,1494
24148,reuters.csv,1494
24149,reuters.csv,1494
24150,reuters.csv,1494
24151,reuters.csv,1494
24152,reuters.csv,1494
24153,reuters.csv,1494
24154,reuters.csv,1494
24155,reuters.csv,1494
24156,reuters.csv,1494
24157,reuters.csv,1494
24158,reuters.csv,1494
24159,reuters.csv,1494
24160,reuters.csv,1494
24161,reuters.csv,1494
24162,reuters.csv,1494
24163,reuters.csv,1494
24164,reuters.csv,1494
24165,reuters.csv,1494
24166,reuters.csv,1494
24167,reuters.csv,1494
24168,reuters.csv,1494
24169,reuters.csv,1494
24170,reuters.csv,1494
24171,reuters.csv,1494
24172,reuters.csv,1494
24173,reuters.csv,1494
24174,reuters.csv,1494
24175,reuters.csv,1494
24176,reuters.csv,1494
24177,reuters.csv,1494
24178,reuters.csv,1494
24179,reuters.csv,1494
24180,reuters.csv,1494
24181,reuters.csv,1494
24182,reuters.csv,1494
24183,reuters.csv,1494
24184,reuters.csv,1494
24185,reuters.csv,1494
24186,reuters.csv,1494
24187,reuters.csv,1494
24188,reuters.csv,1494
24189,reuters.csv,1494
24190,reuters.csv,1494
24191,reuters.csv,1494
24192,reuters.csv,1494
24193,reuters.csv,1494
24194,reuters.csv,1494
24195,reuters.csv,1494
24196,reuters.csv,1494
24197,reuters.csv,1494
24198,reuters.csv,1494
24199,reuters.csv,1494
24200,reuters.csv,1494
24201,reuters.csv,1494
24202,reuters.csv,1494
24203,reuters.csv,1494
24204,reuters.csv,1494
24205,reuters.csv,1494
24206,reuters.csv,1494
24207,reuters.csv,1494
24208,reuters.csv,1494
24209,reuters.csv,1494
24210,reuters.csv,1494
24211,reuters.csv,1494
24212,reuters.csv,1494
24213,reuters.csv,1494
24214,reuters.csv,1494
24215,reuters.csv,1494
24216,reuters.csv,1494
24217,reuters.csv,1494
24218,reuters.csv,1494
24219,reuters.csv,1494
24220,reuters.csv,1494
24221,reuters.csv,1494
24222,reuters.csv,1494
24223,reuters.csv,1494
24224,reuters.csv,1494
24225,reuters.csv,1494
24226,reuters.csv,1494
24227,reuters.csv,1494
24228,reuters.csv,1494
24229,reuters.csv,1494
24230,reuters.csv,1494
24231,reuters.csv,1494
24232,reuters.csv,1494
24233,reuters.csv,1494
24234,reuters.csv,1494
24235,reuters.csv,1494
24236,reuters.csv,1494
24237,reuters.csv,1494
24238,reuters.csv,1494
24239,reuters.csv,1494
24240,reuters.csv,1494
24241,reuters.csv,1494
24242,reuters.csv,1494
24243,reuters.csv,1494
24244,reuters.csv,1494
24245,reuters.csv,1494
24246,reuters.csv,54
24247,reuters.csv,1494
24248,reuters.csv,1494
24249,reuters.csv,54
24250,reuters.csv,1494
24251,reuters.csv,1494
24252,reuters.csv,1494
24253,reuters.csv,1494
24254,reuters.csv,1494
24255,reuters.csv,1494
24256,reuters.csv,1494
24257,reuters.csv,1494
24258,reuters.csv,1494
24259,reuters.csv,1494
24260,reuters.csv,1494
24261,reuters.csv,1494
24262,reuters.csv,1494
24263,reuters.csv,1494
24264,reuters.csv,1494
24265,reuters.csv,1494
24266,reuters.csv,1494
24267,reuters.csv,1494
24268,reuters.csv,1494
24269,reuters.csv,1494
24270,reuters.csv,1494
24271,reuters.csv,1494
24272,reuters.csv,54
24273,reuters.csv,54
24274,reuters.csv,54
24275,reuters.csv,54
24276,reuters.csv,54
24277,reuters.csv,54
24278,reuters.csv,54
24279,reuters.csv,54
24280,reuters.csv,54
24281,reuters.csv,54
24282,reuters.csv,54
24283,reuters.csv,54
24284,reuters.csv,54
24285,reuters.csv,54
24286,reuters.csv,54
24287,reuters.csv,54
24288,reuters.csv,54
24289,reuters.csv,54
24290,reuters.csv,54
24291,reuters.csv,54
24292,reuters.csv,54
24293,reuters.csv,54
24294,reuters.csv,54
24295,reuters.csv,54
24296,reuters.csv,54
24297,reuters.csv,54
24298,reuters.csv,54
24299,reuters.csv,54
24300,reuters.csv,54
24301,reuters.csv,54
24302,reuters.csv,54
24303,reuters.csv,54
24304,reuters.csv,54
24305,reuters.csv,54
24306,reuters.csv,54
24307,reuters.csv,54
24308,reuters.csv,54
24309,reuters.csv,54
24310,reuters.csv,54
24311,reuters.csv,54
24312,reuters.csv,54
24313,reuters.csv,54
24314,reuters.csv,54
24315,reuters.csv,1494
24316,reuters.csv,1494
24317,reuters.csv,1494
24318,reuters.csv,1494
24319,reuters.csv,1494
24320,reuters.csv,1494
24321,reuters.csv,1494
24322,reuters.csv,1494
24323,reuters.csv,1494
24324,reuters.csv,1494
24325,reuters.csv,1494
24326,reuters.csv,1494
24327,reuters.csv,1494
24328,reuters.csv,1494
24329,reuters.csv,1494
24330,reuters.csv,1494
24331,reuters.csv,1494
24332,reuters.csv,1494
24333,reuters.csv,1494
24334,reuters.csv,1494
24335,reuters.csv,1494
24336,reuters.csv,1494
24337,reuters.csv,1494
24338,reuters.csv,1494
24339,reuters.csv,1494
24340,reuters.csv,1494
24341,reuters.csv,1494
24342,reuters.csv,1494
24343,reuters.csv,1494
24344,reuters.csv,1494
24345,reuters.csv,1494
24346,reuters.csv,1494
24347,reuters.csv,1494
24348,reuters.csv,1494
24349,reuters.csv,1494
24350,reuters.csv,1494
24351,reuters.csv,1494
24352,reuters.csv,1494
24353,reuters.csv,1494
24354,reuters.csv,1494
24355,reuters.csv,1494
24356,reuters.csv,1494
24357,reuters.csv,1494
24358,reuters.csv,1494
24359,reuters.csv,1494
24360,reuters.csv,1494
24361,reuters.csv,1494
24362,reuters.csv,1494
24363,reuters.csv,1494
24364,reuters.csv,1494
24365,reuters.csv,1494
24366,reuters.csv,1494
24367,reuters.csv,1494
24368,reuters.csv,1494
24369,reuters.csv,1494
24370,reuters.csv,1494
24371,reuters.csv,1494
24372,reuters.csv,1494
24373,reuters.csv,1494
24374,reuters.csv,1494
24375,reuters.csv,1494
24376,reuters.csv,1494
24377,reuters.csv,1494
24378,reuters.csv,1494
24379,reuters.csv,1494
24380,reuters.csv,1494
24381,reuters.csv,1494
24382,reuters.csv,1494
24383,reuters.csv,1494
24384,reuters.csv,1494
24385,reuters.csv,1494
24386,reuters.csv,1494
24387,reuters.csv,54
24388,reuters.csv,54
24389,reuters.csv,54
24390,reuters.csv,54
24391,reuters.csv,54
24392,reuters.csv,54
24393,reuters.csv,54
24394,reuters.csv,54
24395,reuters.csv,54
24396,reuters.csv,54
24397,reuters.csv,1494
24398,reuters.csv,1494
24399,reuters.csv,1494
24400,reuters.csv,54
24401,reuters.csv,1494
24402,reuters.csv,1494
24403,reuters.csv,1494
24404,reuters.csv,1494
24405,reuters.csv,1494
24406,reuters.csv,1494
24407,reuters.csv,1494
24408,reuters.csv,1494
24409,reuters.csv,1494
24410,reuters.csv,54
24411,reuters.csv,1494
24412,reuters.csv,1494
24413,reuters.csv,1494
24414,reuters.csv,1494
24415,reuters.csv,1494
24416,reuters.csv,1494
24417,reuters.csv,1494
24418,reuters.csv,54
24419,reuters.csv,54
24420,reuters.csv,54
24421,reuters.csv,54
24422,reuters.csv,54
24423,reuters.csv,54
24424,reuters.csv,54
24425,reuters.csv,54
24426,reuters.csv,54
24427,reuters.csv,1494
24428,reuters.csv,1494
24429,reuters.csv,1494
24430,reuters.csv,1494
24431,reuters.csv,1494
24432,reuters.csv,1494
24433,reuters.csv,1494
24434,reuters.csv,1494
24435,reuters.csv,1494
24436,reuters.csv,1494
24437,reuters.csv,1494
24438,reuters.csv,1494
24439,reuters.csv,1494
24440,reuters.csv,1494
24441,reuters.csv,1494
24442,reuters.csv,1494
24443,reuters.csv,1494
24444,reuters.csv,1494
24445,reuters.csv,1494
24446,reuters.csv,1494
24447,reuters.csv,1494
24448,reuters.csv,1494
24449,reuters.csv,1494
24450,reuters.csv,1494
24451,reuters.csv,1494
24452,reuters.csv,1494
24453,reuters.csv,1494
24454,reuters.csv,1494
24455,reuters.csv,1494
24456,reuters.csv,1494
24457,reuters.csv,1494
24458,reuters.csv,1494
24459,reuters.csv,1494
24460,reuters.csv,1494
24461,reuters.csv,1494
24462,reuters.csv,1494
24463,reuters.csv,1494
24464,reuters.csv,1494
24465,reuters.csv,1494
24466,reuters.csv,1494
24467,reuters.csv,1494
24468,reuters.csv,1494
24469,reuters.csv,1494
24470,reuters.csv,1494
24471,reuters.csv,1494
24472,reuters.csv,1494
24473,reuters.csv,1494
24474,reuters.csv,1494
24475,reuters.csv,1494
24476,reuters.csv,1494
24477,reuters.csv,1494
24478,reuters.csv,1494
24479,reuters.csv,1494
24480,reuters.csv,1494
24481,reuters.csv,1494
24482,reuters.csv,1494
24483,reuters.csv,1494
24484,reuters.csv,54
24485,reuters.csv,54
24486,reuters.csv,54
24487,reuters.csv,54
24488,reuters.csv,54
24489,reuters.csv,54
24490,reuters.csv,54
24491,reuters.csv,54
24492,reuters.csv,54
24493,reuters.csv,54
24494,reuters.csv,54
24495,reuters.csv,54
24496,reuters.csv,54
24497,reuters.csv,54
24498,reuters.csv,54
24499,reuters.csv,54
24500,reuters.csv,54
24501,reuters.csv,54
24502,reuters.csv,54
24503,reuters.csv,54
24504,reuters.csv,54
24505,reuters.csv,54
24506,reuters.csv,54
24507,reuters.csv,54
24508,reuters.csv,54
24509,reuters.csv,54
24510,reuters.csv,54
24511,reuters.csv,54
24512,reuters.csv,54
24513,reuters.csv,54
24514,reuters.csv,54
24515,reuters.csv,54
24516,reuters.csv,54
24517,reuters.csv,54
24518,reuters.csv,54
24519,reuters.csv,54
24520,reuters.csv,1494
24521,reuters.csv,1494
24522,reuters.csv,1494
24523,reuters.csv,1494
24524,reuters.csv,1494
24525,reuters.csv,1494
24526,reuters.csv,1494
24527,reuters.csv,1494
24528,reuters.csv,1494
24529,reuters.csv,1494
24530,reuters.csv,1494
24531,reuters.csv,1494
24532,reuters.csv,1494
24533,reuters.csv,1494
24534,reuters.csv,1494
24535,reuters.csv,1494
24536,reuters.csv,1494
24537,reuters.csv,1494
24538,reuters.csv,1494
24539,reuters.csv,1494
24540,reuters.csv,1494
24541,reuters.csv,1494
24542,reuters.csv,1494
24543,reuters.csv,1494
24544,reuters.csv,1494
24545,reuters.csv,1494
24546,reuters.csv,1494
24547,reuters.csv,1494
24548,reuters.csv,1494
24549,reuters.csv,1494
24550,reuters.csv,1494
24551,reuters.csv,1494
24552,reuters.csv,1494
24553,reuters.csv,1494
24554,reuters.csv,1494
24555,reuters.csv,1494
24556,reuters.csv,1494
24557,reuters.csv,1494
24558,reuters.csv,1494
24559,reuters.csv,1494
24560,reuters.csv,1494
24561,reuters.csv,1494
24562,reuters.csv,1494
24563,reuters.csv,1494
24564,reuters.csv,1494
24565,reuters.csv,1494
24566,reuters.csv,1494
24567,reuters.csv,1494
24568,reuters.csv,1494
24569,reuters.csv,1494
24570,reuters.csv,1494
24571,reuters.csv,1494
24572,reuters.csv,1494
24573,reuters.csv,1494
24574,reuters.csv,1494
24575,reuters.csv,1494
24576,reuters.csv,1494
24577,reuters.csv,1494
24578,reuters.csv,1494
24579,reuters.csv,1494
24580,reuters.csv,1494
24581,reuters.csv,1494
24582,reuters.csv,1494
24583,reuters.csv,1494
24584,reuters.csv,1494
24585,reuters.csv,1494
24586,reuters.csv,1494
24587,reuters.csv,1494
24588,reuters.csv,1494
24589,reuters.csv,1494
24590,reuters.csv,1494
24591,reuters.csv,1494
24592,reuters.csv,1494
24593,reuters.csv,1494
24594,reuters.csv,1494
24595,reuters.csv,1494
24596,reuters.csv,1494
24597,reuters.csv,1494
24598,reuters.csv,1494
24599,reuters.csv,1494
24600,reuters.csv,54
24601,reuters.csv,54
24602,reuters.csv,54
24603,reuters.csv,54
24604,reuters.csv,54
24605,reuters.csv,54
24606,reuters.csv,54
24607,reuters.csv,54
24608,reuters.csv,54
24609,reuters.csv,54
24610,reuters.csv,54
24611,reuters.csv,54
24612,reuters.csv,54
24613,reuters.csv,54
24614,reuters.csv,1494
24615,reuters.csv,1494
24616,reuters.csv,1494
24617,reuters.csv,1494
24618,reuters.csv,1494
24619,reuters.csv,1494
24620,reuters.csv,1494
24621,reuters.csv,1494
24622,reuters.csv,54
24623,reuters.csv,54
24624,reuters.csv,54
24625,reuters.csv,54
24626,reuters.csv,54
24627,reuters.csv,54
24628,reuters.csv,54
24629,reuters.csv,54
24630,reuters.csv,54
24631,reuters.csv,54
24632,reuters.csv,54
24633,reuters.csv,54
24634,reuters.csv,54
24635,reuters.csv,54
24636,reuters.csv,54
24637,reuters.csv,1494
24638,reuters.csv,1494
24639,reuters.csv,1494
24640,reuters.csv,1494
24641,reuters.csv,1494
24642,reuters.csv,1494
24643,reuters.csv,1494
24644,reuters.csv,1494
24645,reuters.csv,1494
24646,reuters.csv,1494
24647,reuters.csv,54
24648,reuters.csv,1494
24649,reuters.csv,1494
24650,reuters.csv,1494
24651,reuters.csv,1494
24652,reuters.csv,1494
24653,reuters.csv,1494
24654,reuters.csv,1494
24655,reuters.csv,1494
24656,reuters.csv,1494
24657,reuters.csv,1494
24658,reuters.csv,1494
24659,reuters.csv,1494
24660,reuters.csv,1494
24661,reuters.csv,1494
24662,reuters.csv,1494
24663,reuters.csv,1494
24664,reuters.csv,1494
24665,reuters.csv,1494
24666,reuters.csv,1494
24667,reuters.csv,1494
24668,reuters.csv,54
24669,reuters.csv,54
24670,reuters.csv,54
24671,reuters.csv,54
24672,reuters.csv,54
24673,reuters.csv,54
24674,reuters.csv,54
24675,reuters.csv,54
24676,reuters.csv,54
24677,reuters.csv,54
24678,reuters.csv,54
24679,reuters.csv,54
24680,reuters.csv,54
24681,reuters.csv,54
24682,reuters.csv,54
24683,reuters.csv,54
24684,reuters.csv,54
24685,reuters.csv,54
24686,reuters.csv,54
24687,reuters.csv,54
24688,reuters.csv,54
24689,reuters.csv,54
24690,reuters.csv,54
24691,reuters.csv,54
24692,reuters.csv,54
24693,reuters.csv,54
24694,reuters.csv,54
24695,reuters.csv,54
24696,reuters.csv,54
24697,reuters.csv,54
24698,reuters.csv,54
24699,reuters.csv,54
24700,reuters.csv,54
24701,reuters.csv,54
24702,reuters.csv,54
24703,reuters.csv,54
24704,reuters.csv,54
24705,reuters.csv,54
24706,reuters.csv,54
24707,reuters.csv,54
24708,reuters.csv,54
24709,reuters.csv,54
24710,reuters.csv,54
24711,reuters.csv,54
24712,reuters.csv,1494
24713,reuters.csv,1494
24714,reuters.csv,1494
24715,reuters.csv,1494
24716,reuters.csv,54
24717,reuters.csv,54
24718,reuters.csv,54
24719,reuters.csv,54
24720,reuters.csv,54
24721,reuters.csv,54
24722,reuters.csv,54
24723,reuters.csv,54
24724,reuters.csv,54
24725,reuters.csv,54
24726,reuters.csv,54
24727,reuters.csv,54
24728,reuters.csv,54
24729,reuters.csv,54
24730,reuters.csv,54
24731,reuters.csv,54
24732,reuters.csv,54
24733,reuters.csv,54
24734,reuters.csv,54
24735,reuters.csv,54
24736,reuters.csv,54
24737,reuters.csv,54
24738,reuters.csv,54
24739,reuters.csv,54
24740,reuters.csv,54
24741,reuters.csv,54
24742,reuters.csv,54
24743,reuters.csv,54
24744,reuters.csv,54
24745,reuters.csv,54
24746,reuters.csv,54
24747,reuters.csv,54
24748,reuters.csv,54
24749,reuters.csv,54
24750,reuters.csv,54
24751,reuters.csv,54
24752,reuters.csv,54
24753,reuters.csv,54
24754,reuters.csv,54
24755,reuters.csv,54
24756,reuters.csv,54
24757,reuters.csv,54
24758,reuters.csv,54
24759,reuters.csv,54
24760,reuters.csv,54
24761,reuters.csv,54
24762,reuters.csv,54
24763,reuters.csv,54
24764,reuters.csv,54
24765,reuters.csv,54
24766,reuters.csv,54
24767,reuters.csv,54
24768,reuters.csv,54
24769,reuters.csv,54
24770,reuters.csv,54
24771,reuters.csv,54
24772,reuters.csv,54
24773,reuters.csv,54
24774,reuters.csv,54
24775,reuters.csv,54
24776,reuters.csv,54
24777,reuters.csv,54
24778,reuters.csv,54
24779,reuters.csv,54
24780,reuters.csv,54
24781,reuters.csv,54
24782,reuters.csv,54
24783,reuters.csv,54
24784,reuters.csv,54
24785,reuters.csv,54
24786,reuters.csv,54
24787,reuters.csv,54
24788,reuters.csv,54
24789,reuters.csv,54
24790,reuters.csv,54
24791,reuters.csv,54
24792,reuters.csv,54
24793,reuters.csv,54
24794,reuters.csv,54
24795,reuters.csv,54
24796,reuters.csv,54
24797,reuters.csv,54
24798,reuters.csv,54
24799,reuters.csv,54
24800,reuters.csv,54
24801,reuters.csv,54
24802,reuters.csv,54
24803,reuters.csv,54
24804,reuters.csv,1494
24805,reuters.csv,1494
24806,reuters.csv,54
24807,reuters.csv,54
24808,reuters.csv,54
24809,reuters.csv,54
24810,reuters.csv,54
24811,reuters.csv,54
24812,reuters.csv,54
24813,reuters.csv,54
24814,reuters.csv,54
24815,reuters.csv,54
24816,reuters.csv,54
24817,reuters.csv,54
24818,reuters.csv,54
24819,reuters.csv,54
24820,reuters.csv,54
24821,reuters.csv,54
24822,reuters.csv,54
24823,reuters.csv,54
24824,reuters.csv,1494
24825,reuters.csv,1494
24826,reuters.csv,1494
24827,reuters.csv,1494
24828,reuters.csv,1494
24829,reuters.csv,1494
24830,reuters.csv,1494
24831,reuters.csv,1494
24832,reuters.csv,1494
24833,reuters.csv,1494
24834,reuters.csv,1494
24835,reuters.csv,1494
24836,reuters.csv,1494
24837,reuters.csv,1494
24838,reuters.csv,1494
24839,reuters.csv,1494
24840,reuters.csv,1494
24841,reuters.csv,1494
24842,reuters.csv,1494
24843,reuters.csv,1494
24844,reuters.csv,1494
24845,reuters.csv,1494
24846,reuters.csv,1494
24847,reuters.csv,1494
24848,reuters.csv,1494
24849,reuters.csv,1494
24850,reuters.csv,1494
24851,reuters.csv,1494
24852,reuters.csv,1494
24853,reuters.csv,1494
24854,reuters.csv,1494
24855,reuters.csv,1494
24856,reuters.csv,1494
24857,reuters.csv,1494
24858,reuters.csv,1494
24859,reuters.csv,1494
24860,reuters.csv,1494
24861,reuters.csv,1494
24862,reuters.csv,1494
24863,reuters.csv,1494
24864,reuters.csv,1494
24865,reuters.csv,1494
24866,reuters.csv,1494
24867,reuters.csv,1494
24868,reuters.csv,1494
24869,reuters.csv,1494
24870,reuters.csv,1494
24871,reuters.csv,1494
24872,reuters.csv,1494
24873,reuters.csv,1494
24874,reuters.csv,1494
24875,reuters.csv,1494
24876,reuters.csv,1494
24877,reuters.csv,1494
24878,reuters.csv,54
24879,reuters.csv,54
24880,reuters.csv,54
24881,reuters.csv,1494
24882,reuters.csv,1494
24883,reuters.csv,1494
24884,reuters.csv,1494
24885,reuters.csv,1494
24886,reuters.csv,1494
24887,reuters.csv,1494
24888,reuters.csv,1494
24889,reuters.csv,1494
24890,reuters.csv,1494
24891,reuters.csv,1494
24892,reuters.csv,1494
24893,reuters.csv,1494
24894,reuters.csv,1494
24895,reuters.csv,1494
24896,reuters.csv,1494
24897,reuters.csv,1494
24898,reuters.csv,1494
24899,reuters.csv,1494
24900,reuters.csv,1494
24901,reuters.csv,1494
24902,reuters.csv,1494
24903,reuters.csv,1494
24904,reuters.csv,1494
24905,reuters.csv,1494
24906,reuters.csv,1494
24907,reuters.csv,54
24908,reuters.csv,1494
24909,reuters.csv,1494
24910,reuters.csv,1494
24911,reuters.csv,1494
24912,reuters.csv,1494
24913,reuters.csv,1494
24914,reuters.csv,1494
24915,reuters.csv,1494
24916,reuters.csv,1494
24917,reuters.csv,1494
24918,reuters.csv,1494
24919,reuters.csv,1494
24920,reuters.csv,1494
24921,reuters.csv,1494
24922,reuters.csv,1494
24923,reuters.csv,54
24924,reuters.csv,54
24925,reuters.csv,54
24926,reuters.csv,54
24927,reuters.csv,54
24928,reuters.csv,1494
24929,reuters.csv,1494
24930,reuters.csv,1494
24931,reuters.csv,1494
24932,reuters.csv,1494
24933,reuters.csv,1494
24934,reuters.csv,1494
24935,reuters.csv,1494
24936,reuters.csv,1494
24937,reuters.csv,1494
24938,reuters.csv,1494
24939,reuters.csv,1494
24940,reuters.csv,54
24941,reuters.csv,54
24942,reuters.csv,54
24943,reuters.csv,54
24944,reuters.csv,54
24945,reuters.csv,54
24946,reuters.csv,54
24947,reuters.csv,1494
24948,reuters.csv,1494
24949,reuters.csv,1494
24950,reuters.csv,1494
24951,reuters.csv,1494
24952,reuters.csv,1494
24953,reuters.csv,1494
24954,reuters.csv,1494
24955,reuters.csv,1494
24956,reuters.csv,54
24957,reuters.csv,54
24958,reuters.csv,54
24959,reuters.csv,54
24960,reuters.csv,54
24961,reuters.csv,54
24962,reuters.csv,54
24963,reuters.csv,54
24964,reuters.csv,54
24965,reuters.csv,54
24966,reuters.csv,1494
24967,reuters.csv,1494
24968,reuters.csv,1494
24969,reuters.csv,1494
24970,reuters.csv,1494
24971,reuters.csv,1494
24972,reuters.csv,1494
24973,reuters.csv,1494
24974,reuters.csv,1494
24975,reuters.csv,1494
24976,reuters.csv,1494
24977,reuters.csv,1494
24978,reuters.csv,1494
24979,reuters.csv,1494
24980,reuters.csv,1494
24981,reuters.csv,1494
24982,reuters.csv,1494
24983,reuters.csv,1494
24984,reuters.csv,1494
24985,reuters.csv,1494
24986,reuters.csv,1494
24987,reuters.csv,1494
24988,reuters.csv,1494
